income,age,loan_amount,credit_score,employment_years,debt_ratio,num_accounts,employment_type,target
66536.87,39,15801.14,659,2.7,0.0832,5,full_time,1
45354.29,22,3034.72,688,1.0,0.3154,6,full_time,1
78318.61,40,15931.75,639,3.0,0.1543,3,full_time,0
57817.1,46,7534.2,702,1.2,0.1466,3,full_time,1
54942.37,44,11460.22,850,0.2,0.1133,2,full_time,0
71245.46,44,23360.52,670,1.5,0.296,3,full_time,1
34162.35,62,18776.08,645,15.9,0.3385,3,full_time,1
67052.54,57,19547.28,761,0.7,0.3755,1,full_time,0
98259.1,33,1000.0,699,1.6,0.4305,2,part_time,0
69323.55,37,29695.16,795,2.7,0.5042,1,full_time,1
52475.76,51,5464.95,693,6.5,0.1005,4,part_time,1
49857.89,40,27228.49,660,9.2,0.5331,3,full_time,1
51793.2,40,23172.35,537,4.2,0.1419,3,full_time,1
54920.75,29,19618.66,550,15.0,0.322,2,full_time,1
52443.87,33,8160.12,533,1.2,0.2464,2,full_time,1
78326.23,54,16212.72,710,10.2,0.0403,4,full_time,0
25335.82,59,11232.63,571,3.1,0.5575,3,part_time,0
77240.0,56,15232.32,780,6.7,0.5552,4,full_time,0
52406.27,35,13001.02,682,0.6,0.2231,1,full_time,0
67538.96,28,1000.0,660,4.1,0.657,1,full_time,1
37460.24,29,23974.27,612,5.3,0.2602,0,self_employed,1
86572.62,39,14351.14,729,7.6,0.3638,0,full_time,0
84912.7,44,11121.6,615,26.9,0.3284,3,full_time,0
79191.81,61,10517.38,601,13.3,0.439,8,full_time,0
29704.9,61,17867.68,775,3.2,0.4393,3,self_employed,0
76582.42,22,7849.95,708,2.0,0.5077,2,self_employed,1
68097.1,53,1000.0,661,2.5,0.2038,2,full_time,1
27894.58,35,18257.04,731,18.1,0.2171,3,full_time,1
59514.05,30,19152.82,680,1.2,0.768,1,part_time,0
67290.69,46,13402.95,710,20.5,0.5314,2,full_time,1
71121.51,23,5816.78,614,6.8,0.7456,3,full_time,0
63545.23,36,15711.48,845,2.3,0.0428,1,full_time,1
65824.63,46,3283.74,633,10.8,0.2437,6,full_time,0
89472.23,33,6782.16,804,1.9,0.1994,2,full_time,0
84520.68,48,8994.42,664,6.5,0.538,3,part_time,1
15000.0,42,21751.51,744,2.9,0.3462,2,part_time,1
53651.23,57,12099.11,738,3.7,0.3226,4,full_time,1
56706.98,29,11417.07,771,7.1,0.2773,1,full_time,1
24958.03,24,30637.54,612,5.3,0.2849,3,full_time,1
61883.66,45,17819.7,766,0.1,0.1289,3,self_employed,0
84975.16,33,17711.96,827,2.5,0.1585,3,full_time,0
38268.64,53,12042.39,659,3.4,0.2951,3,full_time,1
66728.02,26,10229.03,682,1.0,0.3681,5,full_time,0
41683.53,47,1000.0,638,5.3,0.1998,3,full_time,0
46561.76,65,22749.92,652,2.8,0.6469,3,full_time,0
89547.87,26,18586.48,816,6.5,0.2862,3,full_time,0
49148.84,35,13566.67,599,0.0,0.0536,1,part_time,1
69244.25,59,13902.19,604,14.7,0.4668,2,full_time,0
22575.64,45,20889.15,808,1.6,0.426,4,part_time,0
97246.35,29,2562.32,729,2.6,0.3886,6,full_time,0
72053.05,31,10280.95,849,2.8,0.2717,3,full_time,0
56350.0,55,5909.58,643,1.6,0.2714,5,part_time,0
71510.93,59,29172.07,690,2.8,0.2047,3,self_employed,0
31803.61,37,22005.24,627,3.0,0.5354,5,full_time,1
83650.61,42,1000.0,691,0.0,0.177,5,part_time,1
53520.3,56,2889.91,538,2.2,0.3227,2,full_time,0
55918.61,29,13941.23,734,0.2,0.3407,1,part_time,0
50166.89,31,11220.48,705,6.0,0.2699,5,full_time,1
48386.97,56,4404.94,675,5.4,0.3317,1,full_time,1
73893.41,30,30558.1,648,4.5,0.5412,3,full_time,0
65118.14,55,17500.32,608,3.5,0.1314,2,full_time,1
73034.96,43,18798.53,738,3.9,0.1703,4,full_time,0
59824.11,65,9463.88,586,11.3,0.2307,0,self_employed,1
70264.0,23,20778.19,720,1.2,0.0562,1,full_time,1
51623.03,63,11956.54,845,4.4,0.2997,1,full_time,0
104594.64,31,12733.25,798,20.5,0.2782,3,full_time,0
28641.39,23,19888.02,559,3.0,0.441,3,full_time,1
85218.75,53,1968.02,637,1.2,0.4871,3,part_time,1
87358.15,45,27776.22,713,2.2,0.1833,3,part_time,1
42956.82,58,16459.11,674,2.5,0.2043,2,full_time,1
104585.47,26,25247.55,568,2.7,0.2688,6,full_time,0
79909.81,25,6396.64,710,0.8,0.4886,1,full_time,1
79422.78,46,7614.68,679,3.6,0.1307,3,self_employed,0
60560.44,60,5704.8,833,5.5,0.2979,2,full_time,0
55655.48,39,17002.38,659,0.6,0.0725,4,full_time,0
55811.82,57,15527.87,773,1.0,0.0574,5,full_time,1
67810.61,61,11284.71,578,2.3,0.0823,2,full_time,0
88023.73,60,6887.45,597,5.3,0.3041,2,full_time,1
63626.28,44,4867.23,737,1.2,0.1436,3,self_employed,0
41771.13,52,14612.13,766,2.2,0.1234,1,full_time,0
76488.54,45,11275.31,603,8.1,0.1485,5,full_time,1
78423.01,51,9515.14,681,13.9,0.3278,1,full_time,0
73093.19,46,27376.72,569,1.8,0.4472,4,full_time,1
74909.98,45,14341.39,665,1.1,0.328,4,self_employed,0
54581.44,41,25160.34,746,2.0,0.1338,5,part_time,0
41420.22,50,10733.98,645,5.1,0.0552,2,self_employed,1
42636.13,55,16958.21,660,0.4,0.0134,3,self_employed,0
27290.74,62,14556.19,589,0.2,0.3742,2,full_time,1
64738.97,48,1419.02,628,19.9,0.1238,7,full_time,0
58331.02,26,26426.71,820,0.3,0.4423,3,full_time,0
51200.25,47,13918.77,685,4.6,0.606,5,part_time,0
15000.0,35,20971.35,599,9.5,0.5304,3,part_time,0
35053.65,23,8983.77,654,2.5,0.1944,2,full_time,1
82416.81,25,13681.24,552,0.1,0.4713,2,full_time,1
46707.48,48,8065.18,598,5.8,0.2117,4,part_time,1
67211.83,63,24887.99,788,0.6,0.0942,8,full_time,0
32186.29,44,17491.27,668,0.9,0.4919,7,full_time,1
88774.11,41,17936.43,831,3.6,0.476,3,full_time,0
57119.45,25,25865.47,672,3.7,0.1558,6,full_time,0
65800.81,51,24250.73,677,15.8,0.2842,1,full_time,1
106515.6,24,21122.74,731,0.3,0.189,4,part_time,0
90328.8,59,3626.18,466,2.5,0.4829,5,part_time,0
53868.69,57,9434.57,696,13.9,0.1851,4,full_time,0
48135.6,65,6968.89,676,0.5,0.5044,3,full_time,0
53489.1,34,20820.27,798,8.3,0.448,0,full_time,0
70197.96,29,16365.22,757,0.7,0.3164,1,full_time,1
57895.52,35,3875.9,589,3.1,0.3938,1,full_time,0
52095.12,57,13490.05,779,5.4,0.0657,3,part_time,1
89343.63,31,3047.1,659,1.3,0.1966,3,part_time,0
57715.8,61,14574.75,607,1.2,0.3728,4,full_time,1
105991.78,28,1757.02,695,3.7,0.4729,3,self_employed,0
61814.85,24,19230.62,663,1.7,0.5219,3,full_time,1
95706.37,31,18023.7,803,8.6,0.0528,3,part_time,1
67146.39,55,30263.59,707,5.6,0.2185,2,full_time,0
79259.21,48,21782.99,696,0.1,0.1029,2,part_time,0
45507.78,37,11616.69,752,1.4,0.0632,0,full_time,0
42924.82,50,21544.56,767,2.2,0.2893,4,full_time,0
69194.12,50,3818.69,742,1.1,0.1276,2,full_time,1
79771.06,46,7300.22,793,9.0,0.2988,4,part_time,1
60805.13,44,17665.14,728,14.6,0.2005,1,self_employed,0
34272.13,26,1000.0,693,0.6,0.3467,3,full_time,1
32794.83,33,14702.71,779,2.0,0.4103,2,part_time,1
31457.27,45,6837.89,672,0.5,0.2327,3,full_time,1
24647.56,27,15810.46,682,0.9,0.135,2,part_time,1
62189.71,42,6378.11,817,10.0,0.3797,1,part_time,0
82500.88,27,18393.99,809,1.4,0.0695,1,full_time,0
59731.68,56,15154.62,679,5.8,0.1188,4,full_time,0
15000.0,26,26202.93,643,2.4,0.1932,8,full_time,1
56184.79,26,15053.88,797,11.4,0.0654,2,full_time,0
56744.02,50,8850.86,744,0.6,0.0543,4,full_time,0
101919.98,31,13024.91,705,1.7,0.3458,4,part_time,0
30857.24,37,4246.11,654,3.2,0.4293,0,part_time,1
52186.45,35,18249.1,706,1.8,0.2977,1,full_time,0
94117.05,31,19718.8,678,4.8,0.0711,4,self_employed,1
68999.57,55,34753.57,626,1.3,0.1472,2,part_time,1
71266.26,52,10025.31,690,7.2,0.3747,3,full_time,1
62291.69,32,12857.64,701,1.4,0.3254,3,self_employed,1
66598.87,52,10393.93,649,15.4,0.4755,0,self_employed,1
75552.19,53,16696.91,752,6.7,0.4933,4,full_time,1
43810.27,45,18053.52,783,5.3,0.6248,7,self_employed,1
77561.17,47,14573.0,757,1.8,0.1724,0,full_time,1
32539.94,63,23690.61,657,0.2,0.2773,3,full_time,1
66567.36,41,10064.16,740,2.6,0.1415,0,full_time,0
63574.82,38,22889.39,686,1.5,0.1697,4,part_time,0
47674.14,45,19307.98,581,0.2,0.2621,0,self_employed,1
59546.29,58,14903.76,733,4.9,0.1959,1,full_time,1
47549.2,53,12480.51,691,8.1,0.1406,3,full_time,1
38565.97,25,34413.34,850,2.0,0.341,2,full_time,1
52927.71,42,8463.93,796,0.2,0.1321,3,part_time,1
37920.23,54,17383.47,736,0.1,0.382,3,full_time,1
66455.95,31,8998.25,699,20.5,0.3787,2,full_time,0
36998.29,65,29284.97,693,12.7,0.2882,3,full_time,0
74239.54,57,22094.61,599,0.8,0.2246,0,full_time,0
36370.42,59,9573.2,540,6.1,0.091,3,self_employed,1
48674.1,25,19100.76,610,1.5,0.253,3,self_employed,1
47507.93,47,17061.57,676,0.1,0.3392,5,full_time,1
86502.93,45,10867.0,511,3.5,0.1367,4,part_time,0
66605.8,49,21065.31,636,1.7,0.3632,3,part_time,0
55765.32,59,18114.44,660,1.2,0.5043,1,full_time,0
69974.39,37,16725.59,662,2.2,0.4275,2,full_time,0
17856.15,45,14664.64,627,1.1,0.7205,5,part_time,1
59137.33,51,18448.44,652,1.1,0.2335,2,full_time,1
99950.28,55,16835.1,817,1.2,0.3053,2,part_time,0
62646.93,55,15472.75,732,0.5,0.2366,2,full_time,1
61358.26,36,9871.87,635,0.2,0.1081,2,part_time,0
70962.57,65,28550.13,674,2.7,0.1972,3,full_time,1
77912.1,22,6596.64,677,5.3,0.0384,5,full_time,1
20050.67,43,18421.09,618,0.1,0.4463,4,full_time,1
26353.47,48,12438.07,618,5.4,0.1861,1,full_time,1
64205.83,24,29076.38,760,3.1,0.3053,1,part_time,0
45702.47,41,7772.14,646,0.0,0.1339,4,part_time,1
86240.51,48,9117.89,592,0.6,0.299,5,full_time,1
53696.51,48,7241.46,676,0.8,0.2694,7,full_time,1
21309.39,27,17587.72,689,1.1,0.3394,0,full_time,0
34639.72,34,4015.59,522,3.8,0.1234,8,full_time,0
15000.0,32,11171.77,676,1.0,0.0842,3,self_employed,0
55317.49,50,1000.0,749,2.1,0.4026,3,full_time,1
56232.32,36,16923.37,716,12.8,0.1085,3,part_time,0
51510.75,47,10998.28,850,22.4,0.3075,3,full_time,1
81577.58,54,3095.55,780,3.6,0.4461,2,full_time,1
83970.4,57,23684.88,795,1.1,0.4883,0,part_time,1
56592.23,30,4538.66,850,1.2,0.3011,1,part_time,0
17306.13,61,21375.55,740,2.5,0.1623,5,full_time,1
72345.63,29,9391.67,693,2.4,0.4779,2,self_employed,1
71107.2,22,27812.57,757,1.3,0.206,2,part_time,0
66187.83,23,20996.4,635,11.0,0.0125,2,full_time,1
79629.59,30,6935.62,688,3.0,0.3346,0,full_time,0
36703.44,60,7663.34,628,3.1,0.3437,3,full_time,0
100175.11,31,19844.2,711,18.8,0.5183,3,full_time,0
40811.44,52,12900.97,627,4.8,0.1202,3,part_time,0
74984.46,40,13645.26,625,9.0,0.2624,6,full_time,0
26253.05,23,25177.91,713,2.9,0.587,2,full_time,1
41394.71,41,9010.49,668,11.2,0.083,4,full_time,0
90327.37,23,15730.35,525,1.3,0.2005,8,full_time,0
54782.0,42,22637.02,563,0.0,0.3606,1,full_time,1
76798.45,46,21472.94,588,8.3,0.4572,3,part_time,0
64739.11,44,13723.1,609,1.5,0.28,1,part_time,0
57900.84,34,12688.75,713,4.6,0.2997,2,self_employed,0
87277.01,55,1089.48,697,3.5,0.2796,3,part_time,1
55266.82,48,6550.04,765,0.7,0.5782,4,full_time,1
24385.24,33,17546.87,740,1.3,0.2972,2,part_time,0
43935.2,41,13896.94,765,16.6,0.4645,4,part_time,0
71023.83,26,15599.42,728,15.5,0.2765,1,full_time,1
67910.18,62,23314.03,696,3.4,0.3275,4,full_time,1
28658.83,55,5501.42,767,1.7,0.0936,6,full_time,1
45513.15,34,13110.56,753,5.4,0.2907,1,full_time,1
48365.57,51,16509.69,710,9.4,0.4887,4,full_time,0
52690.61,51,9366.72,781,14.8,0.1631,1,full_time,0
32481.73,48,26451.82,492,1.2,0.5801,5,full_time,1
47432.58,24,22268.69,656,1.4,0.3375,1,self_employed,0
45427.79,60,17321.07,655,0.4,0.197,1,full_time,0
75430.67,64,29353.85,772,0.1,0.3528,3,full_time,0
76182.43,64,3008.84,805,1.7,0.3067,6,part_time,1
57083.79,65,14938.19,563,0.4,0.0761,3,self_employed,1
52159.2,62,17930.7,792,5.8,0.0906,4,full_time,0
62798.49,54,7683.56,586,2.1,0.1646,2,full_time,0
43668.5,24,17405.72,588,1.2,0.0677,2,full_time,1
37063.36,42,6147.34,661,4.2,0.2446,6,part_time,1
41195.58,32,20524.46,654,4.3,0.2271,1,part_time,0
47303.74,31,23462.68,555,1.5,0.1692,5,full_time,1
36730.52,58,17178.67,731,5.0,0.2726,4,self_employed,0
63241.19,57,1000.0,734,14.4,0.467,1,part_time,1
74594.31,44,7265.65,764,10.7,0.3738,3,part_time,0
28258.03,54,19517.68,645,0.4,0.3373,4,full_time,1
60502.57,27,15169.59,676,2.2,0.6226,3,self_employed,0
55601.28,31,1000.0,677,6.8,0.4682,3,full_time,0
66830.17,59,24942.64,815,9.1,0.4305,1,full_time,0
59741.22,41,16093.25,453,1.5,0.2574,5,full_time,1
30928.01,46,8447.4,603,8.7,0.6722,2,full_time,1
34752.21,42,22959.64,680,4.1,0.2441,3,full_time,0
60588.47,30,9579.68,593,10.8,0.2722,2,full_time,0
80575.62,58,9492.38,659,4.2,0.0295,3,full_time,0
15716.25,55,17866.82,669,11.0,0.3367,2,full_time,0
66914.53,52,29248.31,627,0.8,0.1373,1,part_time,0
83792.44,37,27988.7,685,18.3,0.5651,1,part_time,0
56939.48,50,17877.69,730,0.3,0.2589,2,full_time,0
71004.05,63,18699.09,661,7.9,0.101,2,full_time,1
45938.62,50,21331.99,643,0.6,0.2137,4,full_time,0
57612.68,43,4944.13,666,11.9,0.5909,2,part_time,0
27581.73,33,20153.19,679,0.6,0.3887,1,part_time,1
15000.0,45,9127.41,540,4.8,0.7826,1,full_time,1
78855.32,38,17547.82,716,3.4,0.7753,4,self_employed,0
40300.1,48,13180.26,643,1.3,0.2014,2,part_time,0
50889.44,24,19009.67,780,10.4,0.3719,3,self_employed,1
32271.15,30,15944.83,727,3.2,0.085,2,part_time,1
31800.61,56,1000.0,773,4.7,0.0213,3,full_time,0
56523.25,38,16431.13,599,1.7,0.3204,2,self_employed,0
45408.46,41,20137.22,650,13.9,0.1961,4,self_employed,0
67559.42,45,18567.43,580,5.2,0.1064,2,part_time,0
69050.77,41,14179.31,623,2.8,0.1571,5,self_employed,1
66416.99,55,28137.29,780,5.2,0.1629,2,self_employed,0
64772.02,32,17490.99,798,6.6,0.2859,0,part_time,0
91555.36,55,18501.39,588,1.2,0.3182,5,full_time,1
38648.12,31,23355.94,643,7.6,0.2738,4,full_time,1
58901.3,38,17900.74,673,1.2,0.4217,2,full_time,1
82653.8,47,7815.86,726,5.2,0.4748,2,part_time,1
85290.8,60,1000.0,539,1.1,0.2297,3,full_time,1
31564.73,32,11183.03,551,1.0,0.1421,5,full_time,0
53752.89,47,21087.56,719,3.8,0.1347,6,self_employed,0
87162.42,24,12175.23,524,1.7,0.1037,5,full_time,0
70161.58,25,21409.43,644,0.1,0.0758,7,full_time,0
63905.26,55,16189.83,692,8.1,0.1101,2,part_time,0
55646.31,53,25304.53,713,23.6,0.0889,4,full_time,1
52323.98,38,12638.27,668,6.3,0.4491,2,full_time,1
65764.38,49,18740.92,650,13.5,0.2492,5,full_time,0
54952.52,38,19047.08,747,6.9,0.264,1,self_employed,0
59148.43,34,27012.81,702,24.3,0.1286,1,full_time,0
61571.97,40,1346.9,628,2.9,0.0965,5,full_time,0
46438.57,35,11332.73,683,3.9,0.0505,7,full_time,1
70642.59,57,21788.13,710,2.4,0.1914,3,part_time,1
118284.89,40,27367.17,817,17.5,0.3076,4,full_time,0
24460.27,36,16920.57,742,3.5,0.43,8,full_time,1
66480.25,45,12658.37,777,11.4,0.112,4,part_time,0
44796.2,55,21056.95,631,0.6,0.1967,2,self_employed,0
71548.05,34,21949.62,638,1.6,0.2119,2,full_time,0
60931.15,63,12122.71,661,4.4,0.3803,2,full_time,1
75237.1,42,17642.46,668,2.2,0.4009,1,part_time,1
83510.13,51,24444.22,599,1.6,0.647,1,full_time,1
63848.42,64,30123.67,781,2.4,0.2116,4,part_time,0
82641.05,40,20940.84,750,1.2,0.093,2,full_time,0
15000.0,30,15353.11,655,9.5,0.2586,6,full_time,1
91809.05,54,14567.4,731,1.9,0.3211,3,full_time,0
67501.24,22,19459.17,697,5.1,0.6429,3,full_time,1
81556.87,42,14074.62,737,0.8,0.1874,2,part_time,1
35602.49,65,16517.12,572,8.8,0.6561,5,part_time,1
43384.6,40,6536.99,668,1.7,0.1892,3,part_time,0
62918.77,52,25376.46,675,2.5,0.3184,6,part_time,1
59659.24,45,5878.52,729,8.7,0.4014,3,full_time,1
65661.37,31,11543.11,629,1.4,0.2058,3,self_employed,1
81690.3,35,15780.75,480,9.2,0.0396,2,self_employed,0
24695.59,45,30927.9,593,1.6,0.0984,6,full_time,1
79476.38,26,11618.54,675,2.2,0.0454,4,part_time,1
60165.64,40,9671.87,685,11.3,0.0868,3,part_time,0
55924.36,40,10593.46,814,0.7,0.0712,3,full_time,0
30577.7,58,28271.18,726,2.3,0.3329,4,full_time,1
70060.97,27,1000.0,686,2.2,0.4606,3,full_time,0
15000.0,59,6978.1,677,5.2,0.0815,0,self_employed,0
72967.88,40,36850.31,768,4.0,0.3934,4,part_time,0
30157.88,50,19727.06,632,4.0,0.1218,3,part_time,1
61069.16,46,6152.12,668,4.8,0.1038,2,self_employed,0
57616.62,35,14664.66,592,6.0,0.3763,3,full_time,0
83390.76,62,15539.64,793,17.9,0.564,2,self_employed,1
56426.9,31,21769.0,711,7.8,0.1211,1,full_time,0
46117.23,23,29716.02,623,1.9,0.256,2,part_time,1
49867.95,55,18108.41,670,1.1,0.0709,2,full_time,0
85457.66,49,10681.69,720,3.0,0.3776,4,full_time,0
70725.94,61,21296.68,659,5.1,0.1166,3,full_time,0
52287.4,42,9413.98,637,6.2,0.2989,2,full_time,1
55271.07,22,6733.3,627,3.4,0.3277,3,full_time,0
28656.46,22,1000.0,707,3.6,0.0778,3,full_time,1
67769.48,41,2478.97,651,2.5,0.3086,4,full_time,0
24803.69,32,7828.44,643,2.3,0.4995,1,self_employed,0
75035.93,62,5577.68,573,5.2,0.1187,6,full_time,1
62572.43,27,17505.89,686,2.6,0.203,4,full_time,0
107739.04,60,5404.79,665,3.6,0.0523,3,full_time,0
37997.29,31,1000.0,654,9.8,0.1949,2,part_time,0
57946.76,27,6648.71,695,15.9,0.3177,1,full_time,1
95965.75,34,11225.12,739,0.1,0.2011,2,self_employed,1
83827.79,28,10156.4,736,4.1,0.3124,2,full_time,1
46075.76,39,27156.2,724,1.6,0.3084,3,full_time,0
64479.35,36,10091.66,660,5.9,0.1975,4,self_employed,1
60039.99,45,22047.39,634,0.3,0.3376,1,full_time,1
65639.12,45,14848.14,596,4.2,0.2536,2,full_time,1
46026.39,22,14661.56,632,1.0,0.3235,1,self_employed,0
58213.59,27,8316.96,681,4.0,0.1619,2,full_time,1
28038.95,29,14529.74,617,0.3,0.3834,6,full_time,0
62702.47,30,8879.23,687,2.8,0.4705,3,full_time,1
69000.41,26,16360.19,602,0.2,0.1678,3,part_time,0
55451.61,35,13110.0,547,3.3,0.0459,3,self_employed,0
27698.98,46,7442.98,745,12.4,0.1595,4,full_time,0
79770.64,35,22935.15,642,1.2,0.2053,1,full_time,0
67290.5,36,18414.72,613,1.4,0.2955,2,full_time,1
45479.7,42,11415.5,592,5.7,0.166,4,full_time,1
54387.99,46,16163.94,713,11.7,0.5267,2,part_time,1
29986.61,36,14329.42,789,5.8,0.527,1,full_time,1
39491.8,31,8059.27,647,7.6,0.3551,5,self_employed,0
49243.77,40,15563.97,662,0.3,0.4416,2,part_time,1
84568.42,23,10031.91,765,2.3,0.3584,4,full_time,0
47209.93,43,7440.53,535,1.6,0.1842,4,part_time,1
72804.27,63,2017.86,837,0.2,0.1657,3,part_time,0
49233.68,39,12131.14,850,7.3,0.2639,3,full_time,0
64958.95,26,19535.77,463,6.8,0.1431,1,full_time,0
57172.09,53,9442.73,672,0.3,0.3073,4,part_time,1
77461.13,27,35165.67,622,13.7,0.2698,3,part_time,0
49303.77,30,22085.49,658,1.8,0.1395,1,part_time,0
28549.43,28,25434.64,646,5.6,0.0881,2,full_time,1
32361.02,60,21361.94,744,4.2,0.2533,1,part_time,0
49362.45,65,29822.92,670,6.1,0.1478,6,part_time,0
35018.8,47,8703.98,607,0.4,0.121,2,full_time,1
68204.24,49,1000.0,666,4.4,0.293,3,full_time,1
50684.64,50,11431.0,721,2.0,0.1877,4,full_time,1
107492.13,48,19465.75,585,0.4,0.3661,1,part_time,0
25245.71,45,16212.14,548,0.8,0.0852,1,full_time,0
64072.66,65,17203.78,839,3.4,0.2817,5,self_employed,0
37440.94,54,25567.28,628,2.8,0.155,4,full_time,1
50131.97,25,18056.46,669,3.1,0.1112,3,part_time,0
62828.39,39,21391.3,648,1.8,0.1585,0,full_time,0
15000.0,64,7483.5,723,4.9,0.1269,6,part_time,1
64736.52,39,6236.85,821,0.4,0.1588,4,full_time,0
98058.15,30,27912.91,726,1.5,0.5925,2,part_time,0
50931.23,60,15807.21,558,5.0,0.098,5,self_employed,1
65196.16,49,10014.17,569,13.6,0.2648,2,full_time,1
80498.43,46,10028.84,648,2.8,0.3928,2,full_time,0
56720.93,40,9807.02,658,2.6,0.3599,3,full_time,1
48380.8,27,9328.33,542,1.0,0.07,1,full_time,1
15000.0,38,4734.82,745,9.1,0.2343,5,part_time,0
72819.81,41,2996.64,593,3.3,0.0758,2,full_time,0
57736.63,62,13439.96,799,4.8,0.7243,1,part_time,0
39746.32,35,10256.59,825,1.1,0.3927,1,full_time,1
62531.93,28,23857.27,660,3.2,0.1913,6,self_employed,0
48326.39,40,17344.61,715,1.4,0.2578,4,full_time,0
49431.48,65,17122.54,581,9.2,0.0662,2,self_employed,1
72125.82,43,9055.04,729,2.8,0.5129,3,full_time,1
33232.35,38,14031.77,640,5.2,0.1857,3,self_employed,1
80946.31,51,17888.01,593,6.7,0.2071,1,full_time,0
32046.28,50,20729.57,656,0.0,0.093,5,full_time,0
46745.97,35,14248.87,642,2.3,0.5855,4,part_time,0
98458.92,64,23632.99,653,2.7,0.3769,4,full_time,1
82547.1,48,15063.91,755,5.1,0.3949,2,full_time,1
61952.08,24,21342.78,617,1.3,0.1967,5,full_time,0
41189.4,39,11081.18,818,2.3,0.2349,4,self_employed,0
49414.55,62,1000.0,573,3.5,0.3613,2,part_time,1
61465.51,39,17146.87,809,4.3,0.4183,2,full_time,0
60750.46,46,20802.59,598,10.7,0.1618,3,part_time,0
58182.58,48,19602.78,679,2.6,0.3758,2,full_time,0
59383.35,52,18377.49,640,0.6,0.3119,2,full_time,1
55712.5,60,12211.3,652,8.8,0.2882,2,full_time,0
31160.43,28,8546.03,744,1.4,0.6125,1,full_time,0
49669.79,44,19413.83,799,9.5,0.0853,3,part_time,0
78292.48,45,18411.58,775,1.5,0.1265,2,full_time,1
32633.31,28,10512.81,647,0.1,0.2859,1,full_time,1
56208.89,51,23875.39,694,3.5,0.2272,1,full_time,1
43604.92,27,7937.08,617,14.0,0.5495,4,self_employed,0
62227.01,42,10331.81,600,2.5,0.4392,3,full_time,0
52227.34,36,28091.4,588,1.0,0.2464,2,full_time,0
89547.87,28,21948.66,644,0.9,0.2989,1,part_time,0
70131.66,58,12135.93,699,8.7,0.2237,3,full_time,1
33763.94,32,17299.05,527,5.3,0.1289,6,self_employed,1
73424.56,33,16238.34,676,2.7,0.192,6,full_time,1
44506.96,59,1000.0,801,0.3,0.3058,3,full_time,0
48460.07,60,7748.21,769,4.3,0.2152,3,full_time,1
66276.38,23,14593.23,633,8.6,0.2599,1,full_time,1
50165.05,34,12147.11,568,0.4,0.5517,2,full_time,1
77857.12,53,16976.82,716,1.5,0.0405,2,part_time,0
44509.8,56,24035.86,494,4.3,0.0154,1,full_time,1
47621.07,65,12427.71,768,10.1,0.3502,9,full_time,1
46872.58,46,6538.76,662,23.0,0.4274,5,full_time,0
48687.23,22,17598.81,826,9.2,0.1131,2,part_time,1
81983.83,60,12387.01,541,4.8,0.2125,1,self_employed,0
72575.93,29,13751.49,753,2.0,0.2445,2,full_time,0
94198.88,27,12665.81,671,1.4,0.1979,3,self_employed,1
105352.88,51,32934.7,653,0.0,0.1226,5,part_time,0
39385.66,48,1000.0,570,2.8,0.2101,5,full_time,1
61408.38,24,11893.33,727,6.2,0.1838,2,full_time,1
36475.99,29,14970.49,734,2.6,0.5551,3,full_time,0
44447.88,47,8750.86,822,7.4,0.2995,2,full_time,1
47398.35,33,22198.61,760,12.3,0.2784,3,part_time,1
38856.9,52,21506.06,632,1.8,0.2585,2,part_time,0
38962.25,40,14617.96,599,3.6,0.106,7,full_time,0
57114.31,47,12834.61,570,2.7,0.2385,7,full_time,0
35665.63,42,14104.35,797,2.0,0.143,5,self_employed,0
76842.54,38,14161.71,617,10.2,0.379,5,full_time,0
41644.93,37,14373.02,798,2.4,0.3008,4,full_time,1
116191.38,52,13496.01,722,1.6,0.0991,4,self_employed,0
50972.31,44,17019.59,706,17.0,0.4601,3,full_time,0
61440.35,48,21025.7,655,8.0,0.1475,4,full_time,0
34093.18,47,5157.92,732,0.2,0.2001,3,part_time,0
94121.84,31,6594.69,678,0.9,0.4439,2,full_time,0
82390.01,62,1011.86,650,0.4,0.5208,3,full_time,1
65938.32,46,21931.18,735,0.1,0.3911,3,self_employed,0
33063.95,53,17002.59,668,40.0,0.5408,3,full_time,1
64213.34,60,19042.14,616,7.8,0.5157,4,full_time,0
37571.38,62,3564.01,727,4.0,0.4043,0,full_time,1
89247.11,51,29279.58,674,9.0,0.339,3,part_time,0
76183.89,56,10129.19,719,2.7,0.3497,2,full_time,0
61908.78,42,16345.65,643,25.4,0.7694,3,full_time,1
15000.0,54,21835.08,583,2.6,0.2805,4,full_time,0
40331.68,36,7104.16,818,3.0,0.1083,0,full_time,1
73755.22,53,10629.41,803,4.9,0.1063,2,part_time,0
84257.67,25,16433.37,750,11.3,0.3448,7,self_employed,1
82183.4,62,37859.78,648,0.5,0.4052,1,full_time,0
28159.74,32,17409.0,655,3.6,0.0409,2,part_time,0
66031.05,50,27850.89,790,6.1,0.3297,3,part_time,1
80310.3,22,24645.39,651,0.2,0.2527,1,part_time,0
26833.29,28,17944.08,629,2.1,0.4779,2,full_time,0
59841.91,65,7086.43,829,4.8,0.449,4,full_time,1
65476.85,58,23478.03,676,8.0,0.2137,2,part_time,0
53984.71,31,3015.12,821,13.1,0.1258,2,full_time,1
22956.76,27,27807.0,568,2.2,0.2265,2,full_time,0
